subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
CL:0002303	oboInOwl:hasDbXref	FMA:70606	semapv:UnspecifiedMatching	pigmented ciliary epithelial cell	Pigmented ciliary epithelial cell
CL:0002304	oboInOwl:hasDbXref	FMA:70607	semapv:UnspecifiedMatching	non-pigmented ciliary epithelial cell	Non-pigmented ciliary epithelial cell
CL:0002305	oboInOwl:hasDbXref	FMA:70981	semapv:UnspecifiedMatching	epithelial cell of distal tubule	Epithelial cell of distal tubule
CL:0002306	oboInOwl:hasDbXref	FMA:70973	semapv:UnspecifiedMatching	epithelial cell of proximal tubule	Epithelial cell of proximal tubule
CL:0002308	oboInOwl:hasDbXref	FMA:70657	semapv:UnspecifiedMatching	epithelial cell of skin gland	Epithelial cell of gland of skin
CL:0002309	oboInOwl:hasDbXref	BTO:0002509	semapv:UnspecifiedMatching	corticotroph	corticotropic cell
CL:0002309	oboInOwl:hasDbXref	FMA:83098	semapv:UnspecifiedMatching	corticotroph	Corticotroph
CL:0002309	oboInOwl:hasDbXref	MESH:D052680	semapv:UnspecifiedMatching	corticotroph	
CL:0002310	oboInOwl:hasDbXref	FMA:83097	semapv:UnspecifiedMatching	mammosomatotroph	Mammosomatotroph
CL:0002311	oboInOwl:hasDbXref	FMA:83096	semapv:UnspecifiedMatching	mammotroph	Mammotroph
CL:0002312	oboInOwl:hasDbXref	FMA:83095	semapv:UnspecifiedMatching	somatotroph	Somatotroph
CL:0002312	oboInOwl:hasDbXref	MESH:D052683	semapv:UnspecifiedMatching	somatotroph	
CL:0002313	oboInOwl:hasDbXref	FMA:74390	semapv:UnspecifiedMatching	endocrine-paracrine cell of prostate gland	Endocrine-paracrine cell of prostatic gland
CL:0002313	oboInOwl:hasDbXref	FMA:86774	semapv:UnspecifiedMatching	endocrine-paracrine cell of prostate gland	Glandular cell of prostate
CL:0002314	oboInOwl:hasDbXref	FMA:75809	semapv:UnspecifiedMatching	external supporting cell of vestibular epithelium	External supporting cell of vestibular epithelium
CL:0002315	oboInOwl:hasDbXref	FMA:79796	semapv:UnspecifiedMatching	supporting cell of cochlea	Supporting cell of cochlea
CL:0002316	oboInOwl:hasDbXref	FMA:75607	semapv:UnspecifiedMatching	supporting cell of vestibular epithelium	Supporting cell of vestibular epithelium
CL:0002317	oboInOwl:hasDbXref	FMA:75808	semapv:UnspecifiedMatching	external limiting cell of vestibular epithelium	External limiting cell of vestibular epithelium
CL:0002318	oboInOwl:hasDbXref	FMA:86712	semapv:UnspecifiedMatching	peripheral blood mesothelial cell	Peripheral blood mesothelial cell
CL:0002319	oboInOwl:hasDbXref	FMA:70333	semapv:UnspecifiedMatching	neural cell	Neural cell
CL:0002320	oboInOwl:hasDbXref	FMA:63875	semapv:UnspecifiedMatching	connective tissue cell	Connective tissue cell
CL:0002320	oboInOwl:hasDbXref	MESH:D003239	semapv:UnspecifiedMatching	connective tissue cell	
CL:0002320	oboInOwl:hasDbXref	ZFA:0009392	semapv:UnspecifiedMatching	connective tissue cell	connective tissue cell
CL:0002321	oboInOwl:hasDbXref	FMA:82840	semapv:UnspecifiedMatching	embryonic cell (metazoa)	Embryonic cell
CL:0002321	oboInOwl:hasDbXref	WBbt:0007028	semapv:UnspecifiedMatching	embryonic cell (metazoa)	embryonic cell
CL:0002321	oboInOwl:hasDbXref	ZFA:0007089	semapv:UnspecifiedMatching	embryonic cell (metazoa)	embryonic cell
CL:0002322	oboInOwl:hasDbXref	BTO:0001086	semapv:UnspecifiedMatching	embryonic stem cell	embryonic stem cell
CL:0002322	oboInOwl:hasDbXref	FMA:82841	semapv:UnspecifiedMatching	embryonic stem cell	Embryonic stem cell
CL:0002322	oboInOwl:hasDbXref	MESH:D053595	semapv:UnspecifiedMatching	embryonic stem cell	
CL:0002323	oboInOwl:hasDbXref	BTO:0000066	semapv:UnspecifiedMatching	amniocyte	amniocyte
CL:0002324	oboInOwl:hasDbXref	FMA:67800	semapv:UnspecifiedMatching	basal-myoepithelial cell of mammary gland	Myoepithelial cell of lactiferous gland
CL:0002325	oboInOwl:hasDbXref	FMA:74506	semapv:UnspecifiedMatching	lactocyte	Luminal cell of alveolus of lactiferous gland
CL:0002325	oboInOwl:hasDbXref	FMA:79866	semapv:UnspecifiedMatching	lactocyte	Epithelial cell of lactiferous gland
CL:0002326	oboInOwl:hasDbXref	FMA:73280	semapv:UnspecifiedMatching	luminal epithelial cell of mammary gland	Luminal cell of lactiferous gland
CL:0002327	oboInOwl:hasDbXref	BTO:0004300	semapv:UnspecifiedMatching	mammary gland epithelial cell	mammary epithelial cell
